Hoạt chất,Thực phẩm,MRL (mg/kg),ADI,Mã Codex,Ghi chú
Clothianidin,Ngô ngọt (nguyên bắp),0.01,"0 - 0,1",238,(*)
Clothianidin,"Trà xanh, đen",0.7,"0 - 0,1",238,
Clothianidin,Lúa mì,0.02,"0 - 0,1",238,(*)
Cyantraniliprole,"Các loại rau họ bắp cải, cải bắp, cải bông",2.0,"0 - 0,03",263,
Cyantraniliprole,Các loại quả mọng,4.0,"0 - 0,03",263,
Cyantraniliprole,Cần tây,15.0,"0 - 0,03",263,
Cyantraniliprole,Anh đào,6.0,"0 - 0,03",263,
Cyantraniliprole,Hạt cà phê,0.03,"0 - 0,03",263,
Cyantraniliprole,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,03",263,
Cyantraniliprole,Trứng,0.01,"0 - 0,03",263,
Cyantraniliprole,Các loại,0.5,"0 - 0,03",263,trừ nấm và
Cyantraniliprole,rau ăn quả (trừ bầu bí),,"0 - 0,03",263,ngô ngọt
Cyantraniliprole,Các loại rau bầu bí,0.3,"0 - 0,03",263,
Cyantraniliprole,Tỏi,0.05,"0 - 0,03",263,
Cyantraniliprole,Rau ăn lá,20.0,"0 - 0,03",263,trừ xà lách
Cyantraniliprole,Rau xà lách,5.0,"0 - 0,03",263,
Cyantraniliprole,Mỡ động vật có vú (trừ chất béo sữa),0.01,"0 - 0,03",263,
Cyantraniliprole,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,03",263,
Cyantraniliprole,Sữa nguyên liệu,0.02,"0 - 0,03",263,
Cyantraniliprole,Củ hành,0.05,"0 - 0,03",263,
Cyantraniliprole,Hành ta,8.0,"0 - 0,03",263,
Cyantraniliprole,Quả đào,1.5,"0 - 0,03",263,
Cyantraniliprole,Ớt ta khô,5.0,"0 - 0,03",263,
Cyantraniliprole,Các loại mận (bao gồm cả mận khô),0.5,"0 - 0,03",263,
Cyantraniliprole,Quả dạng táo,0.8,"0 - 0,03",263,
Cyantraniliprole,Khoai tây,0.05,"0 - 0,03",263,
Cyantraniliprole,Mỡ gia cầm,0.01,"0 - 0,03",263,
Cyantraniliprole,Thịt gia cầm,0.01,"0 - 0,03",263,
Cyantraniliprole,Nội tạng ăn được của gia cầm,0.01,"0 - 0,03",263,
Cyantraniliprole,Mận khô,0.8,"0 - 0,03",263,
Cyantraniliprole,Các loại rau từ rễ và củ,0.05,"0 - 0,03",263,trừ khoai tây
Cyantraniliprole,Hẹ tây,0.05,"0 - 0,03",263,
Cyantraniliprole,Hành hoa,8.0,"0 - 0,03",263,
Cycloxydim,Đậu (khô),30.0,"0 - 0,07",179,
Cycloxydim,Đậu đỗ các loại (trừ đậu tằm và đậu tương),15.0,"0 - 0,07",179,quả xanh và hạt non
Cycloxydim,Củ cải đường,0.2,"0 - 0,07",179,
Cycloxydim,"Các loại rau họ bắp cải, cải bắp, cải bông",9.0,"0 - 0,07",179,
Cycloxydim,Cà rốt,5.0,"0 - 0,07",179,
Cycloxydim,Cây cần tây,1.0,"0 - 0,07",179,
Cycloxydim,Nội tạng ăn được của động vật có vú,0.5,"0 - 0,07",179,
Cycloxydim,Trứng,0.15,"0 - 0,07",179,
Cycloxydim,Các loại nho,0.3,"0 - 0,07",179,
Cycloxydim,Cải xoăn,3.0,"0 - 0,07",179,
Cycloxydim,Tỏi tây,4.0,"0 - 0,07",179,
Cycloxydim,Rau xà lách,1.5,"0 - 0,07",179,
Cycloxydim,Lá rau diếp,1.5,"0 - 0,07",179,
Cycloxydim,Hạt lanh,7.0,"0 - 0,07",179,
Cycloxydim,Ngô,0.2,"0 - 0,07",179,
Cycloxydim,Mỡ động vật có vú (trừ chất béo sữa),0.1,"0 - 0,07",179,
Cycloxydim,"Thịt động vật có vú, trừ động vật có vú ở biển",0.06,"0 - 0,07",179,
Cycloxydim,Sữa nguyên liệu,0.02,"0 - 0,07",179,
Cycloxydim,Củ hành,3.0,"0 - 0,07",179,
Cycloxydim,Các loại đậu (khô),30.0,"0 - 0,07",179,
Cycloxydim,Đậu đã tách vỏ (hạt mọng),15.0,"0 - 0,07",179,
Cycloxydim,Các loại ớt,9.0,"0 - 0,07",179,
Cycloxydim,Ớt ta khô,90.0,"0 - 0,07",179,
Cycloxydim,Quả dạng táo,0.09,"0 - 0,07",179,(*)
Cycloxydim,Khoai tây,3.0,"0 - 0,07",179,
Cycloxydim,Mỡ gia cầm,0.03,"0 - 0,07",179,(*)
Cycloxydim,Thịt gia cầm,0.03,"0 - 0,07",179,(*)
Cycloxydim,Nội tạng ăn được của gia cầm,0.02,"0 - 0,07",179,
Cycloxydim,Hạt cải dầu,7.0,"0 - 0,07",179,
Cycloxydim,Gạo,0.09,"0 - 0,07",179,(*)
Cycloxydim,Đậu tương (khô),80.0,"0 - 0,07",179,
Cycloxydim,Các loại quả có hạt,0.09,"0 - 0,07",179,(*)
Cycloxydim,Dâu tây,3.0,"0 - 0,07",179,
Cycloxydim,Củ cải đường,0.2,"0 - 0,07",179,
Cycloxydim,Hạt hướng dương,6.0,"0 - 0,07",179,
Cycloxydim,Củ cải Thụy Điển,0.2,"0 - 0,07",179,
Cycloxydim,Cà chua,1.5,"0 - 0,07",179,
Cycloxydim,Dầu cam chanh ăn được,36.0,"0 - 0,07",179,
Cycloxydim,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),1.5,"0 - 0,07",179,
Cycloxydim,Nội tạng ăn được của động vật có vú,0.02,"0 - 0,07",179,
Cycloxydim,Các loại nho,0.6,"0 - 0,07",179,
Cycloxydim,Mỡ động vật có vú (trừ chất béo sữa),0.01,"0 - 0,07",179,(*)
Cycloxydim,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,07",179,(*)
Cycloxydim,Sữa nguyên liệu,0.01,"0 - 0,07",179,(*)
Cycloxydim,Quả dạng táo,0.4,"0 - 0,07",179,
Cycloxydim,Dâu tây,0.6,"0 - 0,07",179,
Cycloxydim,Cà chua,0.3,"0 - 0,07",179,
Cycloxydim,Các loại quả hạch,0.01,"0 - 0,07",179,(*)
Cyfluthrin/beta- cyfluthrin,Táo,0.1,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Các loại,0.08,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,bắp cải,,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Hoa lơ,2.0,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Quả có múi thuộc họ cam quýt,0.3,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Hạt cây bông,0.7,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Dầu hạt bông thô,1.0,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Nội tạng ăn được của động vật có vú,0.02,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Cà tím,0.2,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Trứng,0.01,"0 - 0,04",157,(*)
Cyfluthrin/beta- cyfluthrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.2,"0 - 0,04",157,(fat)
Cyfluthrin/beta- cyfluthrin,Sữa nguyên liệu,0.01,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Lê,0.1,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Các loại ớt,0.2,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Ớt ta khô,1.0,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Khoai tây,0.01,"0 - 0,04",157,(*)
Cyfluthrin/beta- cyfluthrin,Thịt gia cầm,0.01,"0 - 0,04",157,"(*), (fat)"
Cyfluthrin/beta- cyfluthrin,Nội tạng ăn được của gia cầm,0.01,"0 - 0,04",157,(*)
Cyfluthrin/beta- cyfluthrin,Hạt cải dầu,0.07,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Đậu tương (khô),0.03,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Các loại gia vị từ quả và quả mọng,0.03,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Các loại gia vị từ củ và thân rễ,0.05,"0 - 0,04",157,
Cyfluthrin/beta- cyfluthrin,Cà chua,0.2,"0 - 0,04",157,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả mơ,0.5,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Măng tây,0.02,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Lúa mạch,0.5,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại quả mọng và quả nhỏ khác,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Rau củ,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại bắp cải,0.3,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Anh đào,0.3,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả có múi thuộc họ cam quýt,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Nho khô (gồm cả quả lý chua khô và nho khô không hạt),0.3,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại cải bông (bao gồm cải làn và hoa lơ),0.5,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại rau ăn quả (trừ bầu bí),0.3,"0 - 0,02",146,trừ nấm
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại rau bầu bí,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),"Thận của gia súc, dê, lợn và cừu",0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Rau họ đậu,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),"Gan của gia súc, dê, lợn và cừu",0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Ngô,0.02,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Xoài,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),"Thịt động vật có vú, trừ động vật có vú ở biển",3.0,"0 - 0,02",146,(fat)
Cyhalothrin (baogồm lambda- cyhalothrin),Sữa nguyên liệu,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả xuân đào,0.5,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Yến mạch,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Hạt có dầu,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả ôliu,1.0,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả đào,0.5,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Ớt ta khô,3.0,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại mận (bao gồm cả,0.2,"0 - 0,02",146,trừ mận khô
Cyhalothrin (baogồm lambda- cyhalothrin),mận khô),,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Quả dạng táo,0.2,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại đậu lăng,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Gạo,1.0,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại rau từ rễ và củ,0.01,"0 - 0,02",146,(*)
Cyhalothrin (baogồm lambda- cyhalothrin),Lúa mạch đen,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại gia vị từ quả và quả mọng,0.03,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại gia vị từ củ và thân rễ,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Mía,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Các loại quả hạch,0.01,"0 - 0,02",146,(*)
Cyhalothrin (baogồm lambda- cyhalothrin),Lúa mì lai lúa mạch đen,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Lúa mì,0.05,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Cám lúa mì chưa chế biến,0.1,"0 - 0,02",146,
Cyhalothrin (baogồm lambda- cyhalothrin),Đậu tương (hạt non),0.2,"0 - 0,02",146,(7)
Cyhalothrin (baogồm lambda- cyhalothrin),Đậu bắp,0.03,"0 - 0,02",146,"Chỉ áp dụng đối với Lambda- cyhalothrin , (7)"
Cyhalothrin (baogồm lambda- cyhalothrin),Lá húng quế,0.5,"0 - 0,02",146,"Chỉ áp dụng đối với Lambda- cyhalothrin , (7)"
Cyhexatin,Táo,0.2,"0,007",67,
Cyhexatin,"Quả lý chua đen, quả lý chua đỏ, quả lý chua trắng",0.1,"0,007",67,
Cyhexatin,Các loại nho,10.3,"0,007",67,
Cyhexatin,"Các loại cam ngọt, cam chua (gồm cả các quả lai",0.2,"0,007",67,
Cyhexatin,giống cam),,"0,007",67,
Cyhexatin,Lê,0.2,"0,007",67,
Cyhexatin,Ớt ta khô,5.0,"0,007",67,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Artiso (cả cây),0.1,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Măng tây,0.4,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Lúa mạch,2.0,"0 - 0,02",118,Po
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),"Các loại rau họ bắp cải, cải bắp, cải bông",1.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Khế,0.2,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Hạt ngũ cốc,0.3,"0 - 0,02",118,"trừ gạo, lúa mạch, yến mạch, lúa mạch đen và lúa mì"
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả có múi thuộc họ cam quýt,0.3,"0 - 0,02",118,trừ các loại bưởi hoặc bưởi Đông Nam Á và quất
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Hạt cà phê,0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Nho khô (gồm cả quả lý chua khô và nho khô không hạt),0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả sầu riêng,1.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Nội tạng ăn được của động vật có vú,0.05,"0 - 0,02",118,"(1), (*)"
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Cà tím,0.03,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Trứng,0.01,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại rau bầu bí,0.07,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại nho,0.2,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Rau ăn lá,0.7,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Tỏi tây,0.05,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Rau họ đậu,0.7,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả vải,2.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả nhãn,1.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Xoài,0.7,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),"Thịt động vật có vú, trừ động",2.0,"0 - 0,02",118,"(1), (fat)"
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),vật có vú ở biển,,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại chất béo từ sữa,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Sữa nguyên liệu,0.05,"0 - 0,02",118,(1)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Yến mạch,2.0,"0 - 0,02",118,Po
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Hạt có dầu,0.1,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Đậu bắp,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Dầu oliu tinh luyện,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Dầu oliu nguyên chất,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả ôliu,0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Củ hành,0.01,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Đu đủ,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Ớt ta,2.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Ớt ta khô,10.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Ớt ngọt (gồm cả ớt ngọt Pimento),0.1,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Quả dạng táo,0.7,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Mỡ gia cầm,0.1,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Thịt gia cầm,0.1,"0 - 0,02",118,(fat)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Nội tạng ăn được của gia cầm,0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại đậu lăng,0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Bưởi Đông Nam Á và Bưởi chùm (bao gồm các dòng lai giống bưởi ngoài giống bưởi chùm),0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Gạo,2.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại rau từ rễ và củ,0.01,"0 - 0,02",118,"trừ củ cải đường, (*)"
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Lúa mạch đen,2.0,"0 - 0,02",118,Po
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại gia vị từ,0.5,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),quả và quả mọng,,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại gia vị từ củ và thân rễ,0.2,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại quả có hạt,2.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Dâu tây,0.07,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Củ cải đường,0.1,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Mía,0.2,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Ngô ngọt (nguyên bắp),0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),"Trà xanh, đen",15.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Cà chua,0.2,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Các loại quả hạch,0.05,"0 - 0,02",118,(*)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Lúa mì,2.0,"0 - 0,02",118,Po
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Cám lúa mì chưa chế biến,5.0,"0 - 0,02",118,
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Rau họ thập tự,1.0,"0 - 0,02",118,(7)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Tỏi nhánh,0.5,"0 - 0,02",118,(7)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Củ hẹ tây,0.1,"0 - 0,02",118,(7)
Cypermethrins (bao gồm alpha- and zeta - cypermethrin),Đậu đũa Yardlong,0.2,"0 - 0,02",118,(7)
Cyproconazole,Đậu (khô),0.02,"0 - 0,02",239,(*)
Cyproconazole,Hạt ngũ cốc,0.08,"0 - 0,02",239,"trừ ngô, gạo và lúa miến"
Cyproconazole,Hạt cà phê,0.07,"0 - 0,02",239,
Cyproconazole,Hạt cà phê đã rang và sơ chế,0.1,"0 - 0,02",239,
Cyproconazole,Nội tạng ăn được của động vật có vú,0.5,"0 - 0,02",239,
Cyproconazole,Trứng,0.01,"0 - 0,02",239,(*)
Cyproconazole,Ngô,0.01,"0 - 0,02",239,(*)
Cyproconazole,"Thịt động vật có vú, trừ động vật có vú ở biển",0.02,"0 - 0,02",239,(fat)
Cyproconazole,Sữa nguyên liệu,0.01,"0 - 0,02",239,
Cyproconazole,Các loại đậu (khô),0.02,"0 - 0,02",239,(*)
Cyproconazole,Đậu đã tách vỏ (hạt mọng),0.01,"0 - 0,02",239,
Cyproconazole,Thịt gia cầm,0.01,"0 - 0,02",239,(*)
Cyproconazole,Nội tạng ăn được của gia cầm,0.01,"0 - 0,02",239,(*)
Cyproconazole,Hạt cải dầu,0.4,"0 - 0,02",239,
Cyproconazole,Đậu tương (khô),0.07,"0 - 0,02",239,
Cyproconazole,Dầu đậu tương tinh luyện,0.1,"0 - 0,02",239,
Cyproconazole,Củ cải đường,0.05,"0 - 0,02",239,
Cyprodinil,Hạnh nhân,0.02,"0 - 0,03",207,(*)
Cyprodinil,Quả bơ,1.0,"0 - 0,03",207,
Cyprodinil,Lúa mạch,3.0,"0 - 0,03",207,
Cyprodinil,Đậu (khô),0.2,"0 - 0,03",207,
Cyprodinil,Đậu đỗ các loại (trừ đậu tằm và đậu tương),0.7,"0 - 0,03",207,Quả xanh và hạt non
Cyprodinil,Đậu hạt đã bóc vỏ,0.06,"0 - 0,03",207,
Cyprodinil,Các loại quả mọng và quả nhỏ khác,10.0,"0 - 0,03",207,trừ nho
Cyprodinil,Rau ăn lá của họ cải,15.0,"0 - 0,03",207,
Cyprodinil,Các loại bắp cải,0.7,"0 - 0,03",207,
Cyprodinil,Cà rốt,0.7,"0 - 0,03",207,
Cyprodinil,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),5.0,"0 - 0,03",207,
Cyprodinil,Rau gia vị khô,300.0,"0 - 0,03",207,trừ hoa bia khô
Cyprodinil,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,03",207,
Cyprodinil,Trứng,0.01,"0 - 0,03",207,(*)
Cyprodinil,Các loại cải bông,2.0,"0 - 0,03",207,
Cyprodinil,(bao gồm cải làn và hoa lơ),,"0 - 0,03",207,
Cyprodinil,Các loại rau ăn quả (trừ bầu bí),2.0,"0 - 0,03",207,trừ nấm và ngô ngọt
Cyprodinil,Các loại rau bầu bí,0.5,"0 - 0,03",207,
Cyprodinil,Các loại nho,3.0,"0 - 0,03",207,
Cyprodinil,Các loại rau gia vị,40.0,"0 - 0,03",207,
Cyprodinil,Rau ăn lá,50.0,"0 - 0,03",207,trừ rau ăn lá họ cải
Cyprodinil,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,03",207,"(*), (fat)"
Cyprodinil,Sữa nguyên liệu,0.0004,"0 - 0,03",207,"(*), F"
Cyprodinil,Củ hành,0.3,"0 - 0,03",207,
Cyprodinil,Củ cải vàng,0.7,"0 - 0,03",207,
Cyprodinil,Ớt ta khô,9.0,"0 - 0,03",207,
Cyprodinil,Quả dạng táo,2.0,"0 - 0,03",207,
Cyprodinil,Thịt gia cầm,0.01,"0 - 0,03",207,"(*), (fat)"
Cyprodinil,Nội tạng ăn được của gia cầm,0.01,"0 - 0,03",207,(*)
Cyprodinil,Mận khô,5.0,"0 - 0,03",207,
Cyprodinil,Củ cải ri/ Củ cải,0.3,"0 - 0,03",207,
Cyprodinil,Các loại quả có hạt,2.0,"0 - 0,03",207,
Cyprodinil,Lúa mì,0.5,"0 - 0,03",207,
Cyprodinil,Cám lúa mì chưa chế biến,2.0,"0 - 0,03",207,
Cyromazine,Artiso (cả cây),3.0,"0 - 0,06",169,
Cyromazine,Đậu (khô),3.0,"0 - 0,06",169,
Cyromazine,Bông lơ xanh,1.0,"0 - 0,06",169,
Cyromazine,Cần tây,4.0,"0 - 0,06",169,
Cyromazine,Đậu gà (khô),3.0,"0 - 0,06",169,
Cyromazine,Dưa chuột,2.0,"0 - 0,06",169,
Cyromazine,Nội tạng,0.3,"0 - 0,06",169,
Cyromazine,ăn được của động vật có vú,,"0 - 0,06",169,
Cyromazine,Trứng,0.3,"0 - 0,06",169,
Cyromazine,Các loại rau ăn quả (trừ bầu bí),1.0,"0 - 0,06",169,trừ nấm và ngô ngọt nguyên bắp
Cyromazine,Đậu lăng (khô),3.0,"0 - 0,06",169,
Cyromazine,Rau xà lách,4.0,"0 - 0,06",169,
Cyromazine,Lá rau diếp,4.0,"0 - 0,06",169,
Cyromazine,Đậu lima (quả non và/hoặc hạt non),1.0,"0 - 0,06",169,
Cyromazine,Đậu lupin (khô),3.0,"0 - 0,06",169,
Cyromazine,Xoài,0.5,"0 - 0,06",169,
Cyromazine,"Thịt động vật có vú, trừ động vật có vú ở biển",0.3,"0 - 0,06",169,
Cyromazine,"Các loại dưa, trừ dưa hấu",0.5,"0 - 0,06",169,
Cyromazine,Sữa nguyên liệu,0.01,"0 - 0,06",169,
Cyromazine,Nấm,7.0,"0 - 0,06",169,
Cyromazine,Cây mù tạt,10.0,"0 - 0,06",169,
Cyromazine,Củ hành,0.1,"0 - 0,06",169,
Cyromazine,Ớt ta khô,10.0,"0 - 0,06",169,
Cyromazine,Thịt gia cầm,0.1,"0 - 0,06",169,
Cyromazine,Nội tạng ăn được của gia cầm,0.2,"0 - 0,06",169,
Cyromazine,Hành hoa,3.0,"0 - 0,06",169,
Cyromazine,Bí mùa hè,2.0,"0 - 0,06",169,
DDT,Cà rốt,0.2,"0,01",21,E
DDT,Hạt ngũ cốc,0.1,"0,01",21,E
DDT,Trứng,0.1,"0,01",21,E
DDT,Sữa,0.02,"0,01",21,F E
Deltamethrin,Táo,0.2,"0,01",135,
Deltamethrin,Cà rốt,0.02,"0,01",135,
Deltamethrin,Hạt ngũ cốc,2.0,"0,01",135,Po
Deltamethrin,Quả có múi thuộc họ cam quýt,0.02,"0,01",135,
Deltamethrin,Trứng,0.02,"0,01",135,(*)
Deltamethrin,Các loại cải bông (bao gồm cải làn và hoa lơ),0.1,"0,01",135,
Deltamethrin,Các loại rau bầu bí,0.2,"0,01",135,
Deltamethrin,Các loại nho,0.2,"0,01",135,
Deltamethrin,Quả phỉ,0.02,"0,01",135,(*)
Deltamethrin,"Thận của gia súc, dê, lợn và cừu",0.03,"0,01",135,(*)
Deltamethrin,Rau ăn lá,2.0,"0,01",135,
Deltamethrin,Tỏi tây,0.2,"0,01",135,
Deltamethrin,Rau họ đậu,0.2,"0,01",135,
Deltamethrin,"Gan của gia súc, dê, lợn và cừu",0.03,"0,01",135,(*)
Deltamethrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.5,"0,01",135,"(1), (fat)"
Deltamethrin,Sữa nguyên liệu,0.05,"0,01",135,F
Deltamethrin,Nấm,0.05,"0,01",135,F
Deltamethrin,Quả xuân đào,0.05,"0,01",135,
Deltamethrin,Quả ôliu,1.0,"0,01",135,
