Hoạt chất,Thực phẩm,MRL (mg/kg),ADI,Mã Codex,Ghi chú
Fenbuconazole,Các loại quả hạch,0.01,"0 - 0,03",197,(*)
Fenbuconazole,Lúa mì,0.1,"0 - 0,03",197,
Fenbutatin Oxide,Hạnh nhân,0.5,"0,03",109,
Fenbutatin Oxide,Chuối,10.0,"0,03",109,
Fenbutatin Oxide,Anh đào,10.0,"0,03",109,
Fenbutatin Oxide,Thịt gà,0.05,"0,03",109,(*)
Fenbutatin Oxide,Nội tạng ăn được của gà,0.05,"0,03",109,(*)
Fenbutatin Oxide,Quả có,5.0,"0,03",109,bao gồm
Fenbutatin Oxide,múi thuộc họ cam quýt,,"0,03",109,cả quất
Fenbutatin Oxide,Dưa chuột,0.5,"0,03",109,
Fenbutatin Oxide,Nội tạng ăn được của động vật có vú,0.2,"0,03",109,
Fenbutatin Oxide,Trứng,0.05,"0,03",109,
Fenbutatin Oxide,Các loại nho,5.0,"0,03",109,
Fenbutatin Oxide,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0,03",109,(*)
Fenbutatin Oxide,Sữa nguyên liệu,0.05,"0,03",109,(*)
Fenbutatin Oxide,Quả đào,7.0,"0,03",109,
Fenbutatin Oxide,Quả hồ đào Pecan,0.5,"0,03",109,
Fenbutatin Oxide,Các loại mận (bao gồm cả mận khô),3.0,"0,03",109,
Fenbutatin Oxide,Quả dạng táo,5.0,"0,03",109,
Fenbutatin Oxide,Mận khô,10.0,"0,03",109,
Fenbutatin Oxide,Nho khô (nho trắng không hạt sấy khô một phần),20.0,"0,03",109,
Fenbutatin Oxide,Dâu tây,10.0,"0,03",109,
Fenbutatin Oxide,Cà chua,1.0,"0,03",109,
Fenbutatin Oxide,Các loại quả óc chó,0.5,"0,03",109,
Fenhexamid,Hạnh nhân,0.02,"0 - 0,2",215,(*)
Fenhexamid,Quả mơ,10.0,"0 - 0,2",215,
Fenhexamid,Quả việt quất đen,5.0,"0 - 0,2",215,
Fenhexamid,Quả dâu đen (dâu ta),15.0,"0 - 0,2",215,
Fenhexamid,Quả việt quất xanh (sim Mỹ),5.0,"0 - 0,2",215,
Fenhexamid,Anh đào,7.0,"0 - 0,2",215,
Fenhexamid,Dưa chuột,1.0,"0 - 0,2",215,
Fenhexamid,"Quả lý chua đen, quả lý",5.0,"0 - 0,2",215,
Fenhexamid,"chua đỏ, quả lý chua trắng",,"0 - 0,2",215,
Fenhexamid,Quả mâm xôi (gồm cả mâm xôi lai và mâm xôi đỏ sẫm),15.0,"0 - 0,2",215,
Fenhexamid,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),25.0,"0 - 0,2",215,
Fenhexamid,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,2",215,(*)
Fenhexamid,Cà tím,2.0,"0 - 0,2",215,
Fenhexamid,Quả cây cơm cháy,5.0,"0 - 0,2",215,
Fenhexamid,Dưa chuột ri,1.0,"0 - 0,2",215,
Fenhexamid,Quả lý gai,5.0,"0 - 0,2",215,
Fenhexamid,Các loại nho,15.0,"0 - 0,2",215,
Fenhexamid,Quả việt quất tháng sáu,5.0,"0 - 0,2",215,
Fenhexamid,Quả kiwi,15.0,"0 - 0,2",215,
Fenhexamid,Rau xà lách,30.0,"0 - 0,2",215,
Fenhexamid,Lá rau diếp,30.0,"0 - 0,2",215,
Fenhexamid,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0 - 0,2",215,"(*), (fat)"
Fenhexamid,Sữa nguyên liệu,0.01,"0 - 0,2",215,(*) F
Fenhexamid,Quả xuân đào,10.0,"0 - 0,2",215,
Fenhexamid,Quả đào,10.0,"0 - 0,2",215,
Fenhexamid,Các loại ớt,2.0,"0 - 0,2",215,
Fenhexamid,Các loại mận (bao gồm cả mận khô),1.0,"0 - 0,2",215,
Fenhexamid,Quả mâm xôi (phúc bồn tử/ngấy hương/dâ,15.0,"0 - 0,2",215,
Fenhexamid,u rừng) đen và đỏ,,"0 - 0,2",215,
Fenhexamid,Bí mùa hè,1.0,"0 - 0,2",215,
Fenhexamid,Dâu tây,10.0,"0 - 0,2",215,
Fenhexamid,Cà chua,2.0,"0 - 0,2",215,
Fenitrothion,Táo,0.5,"0 - 0,006",37,
Fenitrothion,Hạt ngũ cốc,6.0,"0 - 0,006",37,Po
Fenitrothion,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,006",37,(*)
Fenitrothion,Trứng,0.05,"0 - 0,006",37,(*)
Fenitrothion,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0 - 0,006",37,(*)
Fenitrothion,Sữa nguyên liệu,0.01,"0 - 0,006",37,
Fenitrothion,Thịt gia cầm,0.05,"0 - 0,006",37,(*)
Fenitrothion,Cám gạo chưa chế biến,40.0,"0 - 0,006",37,PoP
Fenitrothion,Đậu tương (khô),0.01,"0 - 0,006",37,
Fenitrothion,Các loại gia vị từ quả và quả mọng,1.0,"0 - 0,006",37,
Fenitrothion,Các loại gia vị từ củ và thân rễ,0.1,"0 - 0,006",37,(*)
Fenitrothion,Các loại gia vị dạng hạt,7.0,"0 - 0,006",37,
Fenitrothion,Cám lúa mì chưa chế biến,25.0,"0 - 0,006",37,PoP
Fenpropathrin,Quả có múi thuộc họ cam quýt,2.0,"0 - 0,03",185,
Fenpropathrin,Dầu cam chanh ăn được,100.0,"0 - 0,03",185,
Fenpropathrin,Hạt cà phê,0.03,"0 - 0,03",185,
Fenpropathrin,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,03",185,
Fenpropathrin,Trứng,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Mỡ động,0.03,"0 - 0,03",185,
Fenpropathrin,vật có vú (trừ chất béo sữa),,"0 - 0,03",185,
Fenpropathrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,03",185,
Fenpropathrin,Sữa nguyên liệu,0.01,"0 - 0,03",185,
Fenpropathrin,Các loại ớt,1.0,"0 - 0,03",185,
Fenpropathrin,Ớt ta khô,10.0,"0 - 0,03",185,
Fenpropathrin,Các loại mận (bao gồm cả mận khô),1.0,"0 - 0,03",185,
Fenpropathrin,Quả dạng táo,5.0,"0 - 0,03",185,
Fenpropathrin,Mỡ gia cầm,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Thịt gia cầm,0.01,"0 - 0,03",185,"(*), (fat)"
Fenpropathrin,Nội tạng ăn được của gia cầm,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Mận khô,3.0,"0 - 0,03",185,
Fenpropathrin,Đậu tương (khô),0.01,"0 - 0,03",185,
Fenpropathrin,Dâu tây,2.0,"0 - 0,03",185,
Fenpropathrin,"Trà xanh, đen",3.0,"0 - 0,03",185,
Fenpropathrin,Cà chua,1.0,"0 - 0,03",185,
Fenpropathrin,Các loại quả hạch,0.15,"0 - 0,03",185,
Fenpropathrin,Lúa mạch,0.5,"0 - 0,03",185,
Fenpropathrin,Trứng,0.01,"0 - 0,03",185,(*)
Fenpropathrin,"Thận của gia súc, dê, lợn và cừu",0.05,"0 - 0,03",185,
Fenpropathrin,"Gan của gia súc, dê, lợn và cừu",0.3,"0 - 0,03",185,
Fenpropathrin,Mỡ động vật có vú (trừ chất béo sữa),0.01,"0 - 0,03",185,
Fenpropathrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.02,"0 - 0,03",185,
Fenpropathrin,Sữa nguyên liệu,0.01,"0 - 0,03",185,
Fenpropathrin,Yến mạch,0.5,"0 - 0,03",185,
Fenpropathrin,Mỡ gia cầm,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Thịt gia cầm,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Nội tạng ăn được của gia cầm,0.01,"0 - 0,03",185,(*)
Fenpropathrin,Lúa mạch đen,0.5,"0 - 0,03",185,
Fenpropathrin,Củ cải đường,0.05,"0 - 0,03",185,(*)
Fenpropathrin,Lúa mì,0.5,"0 - 0,03",185,
Fenpyroximate,Quả bơ,0.2,"0 - 0,01",193,
Fenpyroximate,Anh đào,2.0,"0 - 0,01",193,
Fenpyroximate,Quả có múi thuộc họ cam quýt,0.5,"0 - 0,01",193,
Fenpyroximate,Đậu thường (quả và/hoặc hạt non),0.4,"0 - 0,01",193,
Fenpyroximate,Dưa chuột,0.3,"0 - 0,01",193,
Fenpyroximate,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),0.3,"0 - 0,01",193,
Fenpyroximate,Nội tạng ăn được của động vật có vú,0.02,"0 - 0,01",193,
Fenpyroximate,Các loại rau ăn quả (trừ bầu bí),0.2,"0 - 0,01",193,trừ ngô ngọt và nấm
Fenpyroximate,Các loại nho,0.1,"0 - 0,01",193,
Fenpyroximate,Hoa bia khô,10.0,"0 - 0,01",193,
Fenpyroximate,"Thịt động vật có vú, trừ động vật có vú ở biển",0.2,"0 - 0,01",193,(fat)
Fenpyroximate,"Các loại dưa, trừ dưa hấu",0.05,"0 - 0,01",193,(*)
Fenpyroximate,Sữa nguyên liệu,0.01,"0 - 0,01",193,(*)
Fenpyroximate,Ớt ta khô,1.0,"0 - 0,01",193,
Fenpyroximate,Quả dạng táo,0.3,"0 - 0,01",193,
Fenpyroximate,Khoai tây,0.05,"0 - 0,01",193,
Fenpyroximate,Mận khô,0.7,"0 - 0,01",193,
Fenpyroximate,Các loại quả có hạt,0.4,"0 - 0,01",193,trừ các loại anh đào
Fenpyroximate,Dâu tây,0.8,"0 - 0,01",193,
Fenpyroximate,Các loại quả hạch,0.05,"0 - 0,01",193,(*)
Fenthion,Anh đào,2.0,"0,007",39,
Fenthion,Quả có múi thuộc họ cam quýt,2.0,"0,007",39,
Fenthion,Dầu oliu nguyên chất,1.0,"0,007",39,
Fenthion,Quả ôliu,1.0,"0,007",39,
Fenthion,Gạo đã xát vỏ,0.05,"0,007",39,
Fenvalerate,Cải làn,3.0,"0 - 0,02",119,
Fenvalerate,Nội tạng ăn được của động vật có vú,0.02,"0 - 0,02",119,
Fenvalerate,Xoài,1.5,"0 - 0,02",119,
Fenvalerate,"Thịt động vật có vú, trừ động vật có vú ở biển",1.0,"0 - 0,02",119,(fat)
Fenvalerate,Sữa nguyên liệu,0.1,"0 - 0,02",119,F
Fenvalerate,Các loại gia vị từ quả và quả mọng,0.03,"0 - 0,02",119,
Fenvalerate,Các loại gia vị từ củ và thân rễ,0.05,"0 - 0,02",119,
Fenvalerate,Lúa mạch,0.002,"0 - 0,02",119,(*)
Fenvalerate,Các loại bắp cải,0.02,"0 - 0,02",119,
Fenvalerate,Thận gia súc,0.02,"0 - 0,02",119,
Fenvalerate,Gan gia,0.1,"0 - 0,02",119,
Fenvalerate,súc,,"0 - 0,02",119,
Fenvalerate,Thịt gia súc,0.5,"0 - 0,02",119,(fat)
Fenvalerate,Sữa gia súc,0.02,"0 - 0,02",119,
Fenvalerate,Trứng,0.02,"0 - 0,02",119,
Fenvalerate,Các loại cải bông (bao gồm cải làn và hoa lơ),0.02,"0 - 0,02",119,
Fenvalerate,Ngô,0.01,"0 - 0,02",119,
Fenvalerate,Yến mạch,0.002,"0 - 0,02",119,(*)
Fenvalerate,Khoai tây,0.02,"0 - 0,02",119,
Fenvalerate,Thịt gia cầm,0.01,"0 - 0,02",119,(*)
Fenvalerate,Nội tạng ăn được của gia cầm,0.02,"0 - 0,02",119,
Fenvalerate,Gạo,0.01,"0 - 0,02",119,
Fenvalerate,Lúa mạch đen,0.002,"0 - 0,02",119,(*)
Fenvalerate,Củ cải đường,0.2,"0 - 0,02",119,
Fenvalerate,Hạt hướng dương,0.002,"0 - 0,02",119,(*)
Fenvalerate,Lúa mì lai lúa mạch đen,0.002,"0 - 0,02",119,(*)
Fenvalerate,Lúa mì,0.002,"0 - 0,02",119,(*)
Fenvalerate,Đậu đũa Yardlong,0.04,"0 - 0,02",119,(7)
Flubendiamide,"Các loại rau họ bắp cải, cải bắp, cải bông",4.0,"0 - 0,02",242,
Flubendiamide,Cần tây,5.0,"0 - 0,02",242,
Flubendiamide,Hạt cây bông,1.5,"0 - 0,02",242,
Flubendiamide,Nội tạng ăn được của động vật có vú,1.0,"0 - 0,02",242,
Flubendiamide,Các loại rau bầu bí,0.2,"0 - 0,02",242,
Flubendiamide,Các loại nho,2.0,"0 - 0,02",242,
Flubendiamide,Rau họ đậu,2.0,"0 - 0,02",242,
Flubendiamide,Rau xà lách,5.0,"0 - 0,02",242,
Flubendiamide,Lá rau,7.0,"0 - 0,02",242,
Flubendiamide,diếp,,"0 - 0,02",242,
Flubendiamide,Ngô,0.02,"0 - 0,02",242,
Flubendiamide,"Thịt động vật có vú, trừ động vật có vú ở biển",2.0,"0 - 0,02",242,(fat)
Flubendiamide,Các loại chất béo từ sữa,5.0,"0 - 0,02",242,
Flubendiamide,Sữa nguyên liệu,0.1,"0 - 0,02",242,
Flubendiamide,Các loại ớt,0.7,"0 - 0,02",242,
Flubendiamide,Ớt ta khô,7.0,"0 - 0,02",242,
Flubendiamide,Quả dạng táo,0.8,"0 - 0,02",242,
Flubendiamide,Các loại đậu lăng,1.0,"0 - 0,02",242,
Flubendiamide,Các loại quả có hạt,2.0,"0 - 0,02",242,
Flubendiamide,Ngô ngọt (nguyên bắp),0.02,"0 - 0,02",242,
Flubendiamide,"Trà xanh, đen",50.0,"0 - 0,02",242,
Flubendiamide,Cà chua,2.0,"0 - 0,02",242,
Flubendiamide,Các loại quả hạch,0.1,"0 - 0,02",242,
Flubendiamide,Đậu (khô),0.5,"0 - 0,02",242,
Flubendiamide,Đậu đỗ các loại (trừ đậu tằm và đậu tương),0.6,"0 - 0,02",242,quả xanh và hạt non
Flubendiamide,Đậu hạt đã bóc vỏ,0.4,"0 - 0,02",242,
Flubendiamide,Quả dâu đen (dâu ta),5.0,"0 - 0,02",242,
Flubendiamide,Quả việt quất xanh (sim Mỹ),2.0,"0 - 0,02",242,
Flubendiamide,Bông lơ xanh,0.7,"0 - 0,02",242,
Flubendiamide,Các loại bắp cải,2.0,"0 - 0,02",242,
Flubendiamide,Cà rốt,0.7,"0 - 0,02",242,
Flubendiamide,Hạt ngũ cốc,0.05,"0 - 0,02",242,(*)
Flubendiamide,Quả có múi thuộc họ cam,10.0,"0 - 0,02",242,Po
Flubendiamide,quýt,,"0 - 0,02",242,
Flubendiamide,Hạt cây bông,0.05,"0 - 0,02",242,(*)
Flubendiamide,Quả mâm xôi (gồm cả mâm xôi lai và mâm xôi đỏ sẫm),5.0,"0 - 0,02",242,
Flubendiamide,Rau gia vị khô,60.0,"0 - 0,02",242,
Flubendiamide,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,02",242,(*)
Flubendiamide,Cà tím,0.3,"0 - 0,02",242,
Flubendiamide,Trứng,0.01,"0 - 0,02",242,(*)
Flubendiamide,Các loại rau bầu bí,0.5,"0 - 0,02",242,
Flubendiamide,Sâm,4.0,"0 - 0,02",242,
Flubendiamide,Các loại nho,2.0,"0 - 0,02",242,
Flubendiamide,Các loại rau gia vị,9.0,"0 - 0,02",242,
Flubendiamide,Quả kiwi,15.0,"0 - 0,02",242,Po
Flubendiamide,Rau xà lách,10.0,"0 - 0,02",242,
Flubendiamide,Lá rau diếp,40.0,"0 - 0,02",242,
Flubendiamide,Xoài,2.0,"0 - 0,02",242,
Flubendiamide,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,02",242,(*)
Flubendiamide,Sữa nguyên liệu,0.01,"0 - 0,02",242,
Flubendiamide,Cây mù tạt,10.0,"0 - 0,02",242,
Flubendiamide,Củ hành,0.5,"0 - 0,02",242,
Flubendiamide,Các loại đậu (khô),0.07,"0 - 0,02",242,
Flubendiamide,Đậu (quả và hạt mọng non),0.3,"0 - 0,02",242,
Flubendiamide,Đậu đã tách vỏ (hạt mọng),0.03,"0 - 0,02",242,
Flubendiamide,Các loại ớt,1.0,"0 - 0,02",242,
Flubendiamide,Ớt ta khô,4.0,"0 - 0,02",242,
Flubendiamide,Hạt dẻ cười,0.2,"0 - 0,02",242,
Flubendiamide,Quả dạng táo,5.0,"0 - 0,02",242,Po
Flubendiamide,Quả lựu,2.0,"0 - 0,02",242,Po
Flubendiamide,Khoai tây,5.0,"0 - 0,02",242,Po
Flubendiamide,Thịt gia cầm,0.01,"0 - 0,02",242,(*)
Flubendiamide,Nội tạng ăn được của gia cầm,0.05,"0 - 0,02",242,(*)
Flubendiamide,Củ cải ri/ Củ cải,0.3,"0 - 0,02",242,
Flubendiamide,Lá củ cải (gồm cả lá cây họ cải),20.0,"0 - 0,02",242,
Flubendiamide,Hạt cải dầu,0.02,"0 - 0,02",242,(*)
Flubendiamide,Quả mâm xôi (phúc bồn tử/ngấy hương/dâ u rừng) đen và đỏ,5.0,"0 - 0,02",242,
Flubendiamide,Đậu cô-ve (quả non),0.6,"0 - 0,02",242,
Flubendiamide,Rau chân vịt,30.0,"0 - 0,02",242,
Flubendiamide,Các loại quả có hạt,5.0,"0 - 0,02",242,Po
Flubendiamide,Dâu tây,3.0,"0 - 0,02",242,
Flubendiamide,Ngô ngọt (nguyên bắp),0.01,"0 - 0,02",242,(*)
Flubendiamide,Khoai lang,10.0,"0 - 0,02",242,Po
Flubendiamide,Cà chua,3.0,"0 - 0,02",242,Po
Flubendiamide,Cải xoong,10.0,"0 - 0,02",242,
Flubendiamide,Củ từ,10.0,"0 - 0,02",242,Po
Flubendiamide,Các loại rau bầu bí,0.3,"0 - 0,02",242,
Flubendiamide,Ớt ta khô,2.0,"0 - 0,02",242,
Flubendiamide,Sốt cà chua sệt,0.5,"0 - 0,02",242,
Flubendiamide,Cà chua khô,0.5,"0 - 0,02",242,
Flufenoxuron,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,04",275,(*)
Flufenoxuron,Mỡ động vật có vú (trừ chất héo sữa),0.05,"0 - 0,04",275,(*)
Flufenoxuron,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0 - 0,04",275,(*)
Flufenoxuron,Sữa nguyên liệu,0.01,"0 - 0,04",275,(*)
Flufenoxuron,"Các loại cam ngọt, cam chua (gồm cả các quả lai giống cam)",0.4,"0 - 0,04",275,
Flufenoxuron,"Trà xanh, đen",20.0,"0 - 0,04",275,
Flumethrin,Thịt gia súc,0.2,"0,004",195,"(2), (fat), V"
Flumethrin,Sữa gia súc,0.05,"0,004",195,"(2), F, V"
Flumethrin,Các loại bắp cải,7.0,"0,004",195,
Flumethrin,Cần tây,20.0,"0,004",195,
Flumethrin,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),10.0,"0,004",195,
Flumethrin,Nội tạng ăn được của động vật có vú,0.01,"0,004",195,(*)
Flumethrin,Trứng,0.01,"0,004",195,(*)
Flumethrin,Các loại cải bông (bao gồm cải làn và hoa lơ),2.0,"0,004",195,
Flumethrin,Các loại rau ăn quả (trừ bầu bí),1.0,"0,004",195,trừ ngô ngọt và nấm
Flumethrin,Các loại rau bầu bí,0.5,"0,004",195,
Flumethrin,Các loại nho,2.0,"0,004",195,
Flumethrin,Rau ăn lá,30.0,"0,004",195,
Flumethrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0,004",195,"(*), (fat)"
Flumethrin,Sữa nguyên liệu,0.02,"0,004",195,
Flumethrin,Củ hành,1.0,"0,004",195,
Flumethrin,Hành ta,10.0,"0,004",195,
Flumethrin,Ớt ta khô,7.0,"0,004",195,
Flumethrin,Thịt gia cầm,0.01,"0,004",195,(*)
Flumethrin,Nội tạng ăn được của gia cầm,0.01,"0,004",195,(*)
Flumethrin,Chuối,0.8,"0,004",195,
Flumethrin,Đậu (khô),0.07,"0,004",195,
Flumethrin,Quả dâu đen (dâu ta),3.0,"0,004",195,
Flumethrin,Bông lơ xanh,0.3,"0,004",195,
Flumethrin,Cải Brussels,0.3,"0,004",195,
Flumethrin,Các loại bắp cải,0.15,"0,004",195,
Flumethrin,Cà rốt,0.4,"0,004",195,
Flumethrin,Hoa lơ,0.09,"0,004",195,
Flumethrin,Anh đào,0.7,"0,004",195,
Flumethrin,Đậu gà (khô),0.07,"0,004",195,
Flumethrin,Dưa chuột,0.5,"0,004",195,
Flumethrin,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),5.0,"0,004",195,
Flumethrin,Trứng,0.3,"0,004",195,
Flumethrin,Tỏi,0.07,"0,004",195,
Flumethrin,Các loại nho,2.0,"0,004",195,
Flumethrin,"Thận của gia súc, dê, lợn và cừu",0.5,"0,004",195,
Flumethrin,Tỏi tây,0.15,"0,004",195,
Flumethrin,Đậu lăng (khô),0.07,"0,004",195,
Flumethrin,Rau xà lách,15.0,"0,004",195,
Flumethrin,Lá rau diếp,15.0,"0,004",195,
Flumethrin,Gan của,3.0,"0,004",195,
Flumethrin,"gia súc, dê, lợn và cừu",,"0,004",195,
Flumethrin,Đậu lupin (khô),0.07,"0,004",195,
Flumethrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.5,"0,004",195,
Flumethrin,Sữa nguyên liệu,0.3,"0,004",195,
Flumethrin,Củ hành,0.07,"0,004",195,
Flumethrin,Quả họ đào (bao gồm cả quả xuân đào và quả mơ),1.0,"0,004",195,
Flumethrin,Hạt lạc,0.03,"0,004",195,
Flumethrin,Các loại mận (bao gồm cả mận khô),0.5,"0,004",195,
Flumethrin,Quả dạng táo,0.5,"0,004",195,
Flumethrin,Khoai tây,0.03,"0,004",195,
Flumethrin,Thịt gia cầm,0.2,"0,004",195,
Flumethrin,Nội tạng ăn được của gia cầm,0.7,"0,004",195,
Flumethrin,Hạt cải dầu,1.0,"0,004",195,
Flumethrin,Quả mâm xôi (phúc bồn tử/ngấy hương/dâ u rừng) đen và đỏ,3.0,"0,004",195,
Flumethrin,Dâu tây,0.4,"0,004",195,
Flumethrin,Củ cải đường,0.04,"0,004",195,
Flumethrin,Cà chua,0.4,"0,004",195,
Flumethrin,Các loại quả hạch,0.04,"0,004",195,
Flumethrin,Chuối,0.03,"0,004",195,
Flumethrin,Hạt ngũ cốc,0.2,"0,004",195,trừ gạo
Flumethrin,Nho khô (gồm cả quả lý,0.3,"0,004",195,
Flumethrin,chua khô và nho khô không hạt),,"0,004",195,
Flumethrin,Nội tạng ăn được của động vật có vú,2.0,"0,004",195,
Flumethrin,Trứng,0.1,"0,004",195,
Flumethrin,Các loại nho,0.2,"0,004",195,
Flumethrin,"Thịt động vật có vú, trừ động vật có vú ở biển",1.0,"0,004",195,(fat)
Flumethrin,Sữa nguyên liệu,0.05,"0,004",195,
Flumethrin,Quả xuân đào,0.2,"0,004",195,
Flumethrin,Quả đào,0.2,"0,004",195,
Flumethrin,Quả dạng táo,0.3,"0,004",195,
Flumethrin,Thịt gia cầm,0.2,"0,004",195,
Flumethrin,Nội tạng ăn được của gia cầm,0.2,"0,004",195,
Flumethrin,Hạt cải dầu,0.1,"0,004",195,
Flumethrin,Đậu tương (khô),0.05,"0,004",195,
Flumethrin,Dầu đậu tương tinh luyện,0.1,"0,004",195,
Flumethrin,Củ cải đường,0.05,"0,004",195,
Flumethrin,Hạt hướng dương,0.1,"0,004",195,
Flumethrin,Ngô ngọt (nguyên bắp),0.01,"0,004",195,(*)
Flumethrin,Rau ăn lá của họ cải,0.07,"0,004",195,
Flumethrin,Nội tạng ăn được của động vật có vú,0.5,"0,004",195,
Flumethrin,Trứng,0.05,"0,004",195,(*)
Flumethrin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0,004",195,(*)
Flumethrin,Sữa nguyên liệu,0.05,"0,004",195,(*)
Flumethrin,Thịt gia cầm,0.05,"0,004",195,(*)
Flumethrin,Nội tạng ăn được của gia cầm,0.05,"0,004",195,(*)
Flumethrin,Cám gạo chưa chế biến,10.0,"0,004",195,
Flumethrin,Gạo đã xát vỏ,2.0,"0,004",195,
Flumethrin,Gạo được đánh bóng,1.0,"0,004",195,
Flutriafol,Chuối,0.3,"0 - 0,01",248,
Flutriafol,Hạt cà phê,0.15,"0 - 0,01",248,
Flutriafol,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),2.0,"0 - 0,01",248,
Flutriafol,Các loại nho,0.8,"0 - 0,01",248,
Flutriafol,Hạt lạc,0.15,"0 - 0,01",248,
Flutriafol,Ớt ta khô,10.0,"0 - 0,01",248,
Flutriafol,Ớt ngọt (gồm cả ớt ngọt Pimento),1.0,"0 - 0,01",248,
Flutriafol,Quả dạng táo,0.3,"0 - 0,01",248,
Flutriafol,Đậu tương (khô),0.4,"0 - 0,01",248,
Flutriafol,Cám lúa mì chưa chế biến,0.3,"0 - 0,01",248,
Flutriafol,Lúa mì,0.15,"0 - 0,01",248,
Fluxapyroxad,Lúa mạch,2.0,"0 - 0,02",256,
Fluxapyroxad,"Cám lúa mạch, đã chế biến",4.0,"0 - 0,02",256,
Fluxapyroxad,Đậu (khô),0.3,"0 - 0,02",256,
Fluxapyroxad,Đậu đỗ các loại (trừ đậu tằm và đậu,2.0,"0 - 0,02",256,
Fluxapyroxad,tương),,"0 - 0,02",256,
Fluxapyroxad,Đậu hạt đã bóc vỏ,0.09,"0 - 0,02",256,
Fluxapyroxad,Đậu gà (khô),0.4,"0 - 0,02",256,
Fluxapyroxad,Hạt cây bông,0.01,"0 - 0,02",256,
Fluxapyroxad,Nội tạng ăn được của động vật có vú,0.1,"0 - 0,02",256,
Fluxapyroxad,Trứng,0.02,"0 - 0,02",256,
Fluxapyroxad,Các loại rau ăn quả (trừ bầu bí),0.6,"0 - 0,02",256,trừ ngô ngọt và nấm
Fluxapyroxad,Đậu lăng (khô),0.4,"0 - 0,02",256,
Fluxapyroxad,Ngô,0.01,"0 - 0,02",256,(*)
Fluxapyroxad,"Thịt động vật có vú, trừ động vật có vú ở biển",0.2,"0 - 0,02",256,(fat)
Fluxapyroxad,Các loại chất béo từ sữa,0.5,"0 - 0,02",256,
Fluxapyroxad,Sữa nguyên liệu,0.02,"0 - 0,02",256,
Fluxapyroxad,Yến mạch,2.0,"0 - 0,02",256,
Fluxapyroxad,Hạt có dầu,0.8,"0 - 0,02",256,trừ hạt lạc và hạt cây bông
Fluxapyroxad,Hạt lạc,0.01,"0 - 0,02",256,
Fluxapyroxad,Các loại đậu (khô),0.4,"0 - 0,02",256,
Fluxapyroxad,Đậu (quả và hạt mọng non),2.0,"0 - 0,02",256,
Fluxapyroxad,Đậu đã tách vỏ (hạt mọng),0.09,"0 - 0,02",256,
Fluxapyroxad,Ớt ta khô,6.0,"0 - 0,02",256,
Fluxapyroxad,Quả dạng táo,0.9,"0 - 0,02",256,
Fluxapyroxad,Khoai tây,0.03,"0 - 0,02",256,
Fluxapyroxad,Mỡ gia cầm,0.05,"0 - 0,02",256,
Fluxapyroxad,Thịt gia cầm,0.02,"0 - 0,02",256,
Fluxapyroxad,Nội tạng ăn được của gia cầm,0.02,"0 - 0,02",256,
Fluxapyroxad,Mận khô,5.0,"0 - 0,02",256,
Fluxapyroxad,Lúa mạch đen,0.3,"0 - 0,02",256,
Fluxapyroxad,Đậu tương (khô),0.15,"0 - 0,02",256,
Fluxapyroxad,Đậu tương (hạt non),0.5,"0 - 0,02",256,
Fluxapyroxad,Đậu tương (quả non),1.5,"0 - 0,02",256,
Fluxapyroxad,Các loại quả có hạt,2.0,"0 - 0,02",256,
Fluxapyroxad,Củ cải đường,0.15,"0 - 0,02",256,
Fluxapyroxad,Ngô ngọt (nguyên bắp),0.15,"0 - 0,02",256,
Fluxapyroxad,Lúa mì lai lúa mạch đen,0.3,"0 - 0,02",256,
Fluxapyroxad,Lúa mì,0.3,"0 - 0,02",256,
Fluxapyroxad,Cám lúa mì chưa chế biến,1.0,"0 - 0,02",256,
Folpet,Táo,10.0,"0 - 0,1",41,
Folpet,Dưa chuột,1.0,"0 - 0,1",41,
Folpet,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),40.0,"0 - 0,1",41,
