Tên thương phẩm,Hoạt chất,Nhóm,Công ty đăng ký,Cây trồng,Dịch hại,Ghi chú sửa đổi
ADU-Azomax 48SC,Azoxystrobin 30% + Difenoconazole 18%,,Công ty TNHH ADU Việt Nam,lạc,đốm nâu,TT28/2026: bổ sung mới
Armytatopusa 500SC,Azoxystrobin 250g/l + Difenoconazole 250g/l,,Công ty TNHH Agritech Sài Gòn,cà phê,rỉ sắt,TT28/2026: bổ sung mới
Newone 500SC,,,Công ty CP S New Rice,hồ tiêu,chết nhanh,TT28/2026: bổ sung mới
Damanso 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,,Sinon Corporation,cà phê,rỉ sắt,TT28/2026: bổ sung mới
Linkstar 325SC,,,"Limin Group Co., Ltd",cà phê,thán thư,TT28/2026: bổ sung mới
Sun Cotrobil 150SC,Azoxystrobin 50g/l + Hexaconazole 100g/l,,Công ty TNHH Đầu tư và Phát triển Hagrochem,lạc,đốm nâu,TT28/2026: bổ sung mới
Azota 29.3SC,Azoxystrobin 11% + Tebuconazole 18.3%,,Công ty CP Gia Linh Agritech,cà phê,rỉ sắt,TT28/2026: bổ sung mới
Tamiz 280SE,Azoxystrobin 120g/l + Tebuconazole 160g/l,,Công ty TNHH Nufarm Việt Nam,cà phê; hoa cúc; lạc,rỉ sắt; thán thư; đốm nâu,TT28/2026: bổ sung mới
Begold 50SC,Azoxystrobin 20% + Zinc thiazole 30%,,"Zhejiang Xinnong Chemical Co., Ltd",dưa chuột,giả sương mai,TT28/2026: bổ sung mới
Hataka WP,Bacillus amyloliquefaciens H201,,Công ty TNHH B.Helmer,cà chua; dưa chuột,phấn trắng; đốm vòng,TT28/2026: bổ sung mới
Wasaki 500WG,Boscalid (min 96%),,Công ty TNHH TM và SX ASVN,hồ tiêu,thán thư,TT28/2026: bổ sung mới
Becket 45SC,Boscalid 30% + Pyraclostrobin 15%,,Công ty TNHH Vestaron,cà chua,mốc sương,TT28/2026: bổ sung mới
Boyka 50WG,Boscalid 22.5% + Pyrimethanil 27.5%,,Công ty TNHH ADU Việt Nam,hồ tiêu,chết nhanh,TT28/2026: bổ sung mới
ET-Pymelid 40SC,Boscalid 20% + Pyrimethanil 20%,,"Shanghai E-tong Chemical Co., Ltd",ớt,thán thư,TT28/2026: bổ sung mới
New Salic 700WP,Bronopol 450g/kg + Salicylic acid 250g/kg,,Công ty CP S New Rice,lạc,héo xanh,TT28/2026: bổ sung mới
Moroxy 20WP,Copper acetate 4% + Moroxydine hydrochloride 16%,,Công ty CP BMC Việt Nam,ngô,đốm lá,TT28/2026: bổ sung mới
Vadavir 20WP,Copper acetate 10% + Moroxydine hydrochloride 10%,,Công ty TNHH TM-DV VAD,lạc,héo xanh,TT28/2026: bổ sung mới
Babo 77WP,Copper hydroxide (min Cu 57.3%),,Công ty CP Hóc Môn,lạc,đốm nâu,TT28/2026: bổ sung mới
Copperindiavb 77WP,,,Công ty TNHH Vbook Hoa Kỳ,cà phê,thán thư,TT28/2026: bổ sung mới
Champigold 77WP,,,Công ty CP ADN Châu Á,cà phê,thán thư,TT28/2026: bổ sung mới
Cocide super 880WP,Copper oxychloride (min Cu 55%),,"Công ty TNHH Hóa chất Phân bón, Thuốc BVTV Dubai",cà phê,rỉ sắt,TT28/2026: bổ sung mới
Mocopindiatv 50WP,,,Công ty TNHH Hóa chất và TM Trần Vũ,cà phê,thán thư,TT28/2026: bổ sung mới
Kacop 50WP,Copper oxychloride 45% + Kasugamycin 5%,,Công ty TNHH Nông nghiệp New Season,khoai tây,mốc sương,TT28/2026: bổ sung mới
Cophatevbindia 20WP,Copper sulfate (min 98%),,Công ty TNHH Vbook Hoa Kỳ,cà phê,thán thư,TT28/2026: bổ sung mới
Super Mastercop 21SC,Copper sulfate pentahydrate (min 98%),,Công ty TNHH DVTM Witip,khoai tây,héo xanh vi khuẩn,TT28/2026: bổ sung mới
Zucanew 100SC,,,Công ty TNHH TM SX Thôn Trang,dưa hấu,giả sương mai,TT28/2026: bổ sung mới
ET-Isac 25SC,Cyazofamid 5% + Pyraclostrobin 20%,,"Shanghai E-tong Chemical Co., Ltd",cam; cà chua; nho,mốc sương; phấn trắng; sẹo,TT28/2026: bổ sung mới
Dimexil 48SC,Cymoxanil 8% + Dimethomorph 40%,,"Shandong Runke Chemical Co., Ltd",hồ tiêu; khoai tây,chết nhanh; mốc sương,TT28/2026: bổ sung mới
